objID,RA_ICRS,DE_ICRS,mode,class,clean,e_RA_ICRS,e_DE_ICRS,umag,gmag,rmag,imag,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,zsp,e_zsp,f_zsp,pmRA,pmDE,zph,e_zph,<zph>,Q,SDSS16,Sp-ID,MJD,spCl,subCl
1237680310700146965,20.937136,31.112521,1,6,1,0.006,0.006,20.764,19.444,18.83,18.601,18.516,0.087,0.012,0.011,0.012,0.037,-1.2E-4,1.0E-5,0,-0.2,-3.55,,,,3,"SDSS J012344.91+310645.0","2061-53711-0065 ",55121.4325,"STAR  ","F9          "
1237680310700146728,20.911455,31.157219,1,6,1,0.001,0.001,17.111,15.95,15.834,15.851,15.898,0.009,0.004,0.004,0.004,0.007,-3.5E-4,1.0E-5,0,-0.92,-3.52,,,,3,"SDSS J012338.74+310925.9","2041-53387-0061 ",55121.4325,"STAR  ","A0          "
1237680310700146950,20.932602,31.17622,1,6,1,0.007,0.007,21.42,19.871,19.278,19.056,18.987,0.142,0.016,0.014,0.016,0.055,-4.3E-4,2.0E-5,0,-7.82,-5.09,,,,3,"SDSS J012343.82+311034.3","2061-53711-0062 ",55121.4325,"STAR  ","K1          "
1237680310700212280,21.096031,31.086476,1,6,1,0.001,0.001,17.349,15.913,15.399,15.211,15.162,0.011,0.004,0.004,0.004,0.005,-7.0E-5,1.0E-5,0,-4.06,-2.03,,,,3,"SDSS J012423.04+310511.3","2041-53387-0070 ",55121.4329,"STAR  ","F9          "
1237666213540462916,21.158454,31.109662,1,6,1,0.01,0.01,20.748,19.981,19.576,19.516,19.417,0.052,0.016,0.015,0.019,0.058,-6.3E-4,8.0E-5,0,-1.19,-6.69,,,,3,"SDSS J012438.02+310634.7","2061-53711-0022 ",53263.4013,"STAR  ","A0          "
1237680310700212401,21.06364,31.125967,1,6,1,0.012,0.012,21.021,20.194,19.846,19.758,19.686,0.104,0.019,0.022,0.029,0.102,-3.2E-4,1.2E-4,0,9.28,-2.84,,,,3,"SDSS J012415.27+310733.4","2061-53711-0063 ",55121.4329,"STAR  ","A0          "
1237666213540528416,21.211317,31.202749,1,6,1,0.003,0.004,22.113,19.528,17.97,16.627,15.891,0.142,0.012,0.006,0.004,0.006,-6.0E-5,1.0E-5,0,-3.57,-3.19,,,,3,"SDSS J012450.71+311209.8","2061-53711-0030 ",53263.4017,"STAR  ","M4          "
1237666213540528311,21.204958,31.252751,1,6,1,0.001,0.001,17.278,15.818,15.257,15.044,14.929,0.008,0.004,0.003,0.003,0.005,0.0,1.0E-5,0,7.3,-2.98,,,,3,"SDSS J012449.18+311509.9","2041-53387-0021 ",53263.4017,"STAR  ","F9          "
1237680314986070139,21.150582,31.260806,1,6,1,0.005,0.005,20.029,18.925,18.411,18.217,18.142,0.059,0.01,0.009,0.01,0.03,-9.1E-4,5.0E-5,0,-0.87,-1.14,,,,3,"SDSS J012436.13+311538.9","2061-53711-0025 ",55121.462,"STAR  ","F5          "
1237680310700146993,20.989003,31.245534,1,6,1,0.006,0.006,20.749,19.322,18.795,18.59,18.476,0.082,0.011,0.011,0.012,0.037,-4.5E-4,2.0E-5,0,1.34,-2.35,,,,3,"SDSS J012357.36+311443.9","2061-53711-0064 ",55121.4325,"STAR  ","F9          "
1237680314986004589,21.063783,31.302189,1,6,0,0.074,0.068,15.036,13.999,13.559,13.549,13.396,0.005,0.003,0.005,0.003,0.004,-6.0E-5,1.0E-5,16,-2.13,3.95,,,,3,"SDSS J012415.30+311807.8","2061-53711-0068 ",55121.4616,"STAR  ","F5          "
1237666091668406320,18.30515,28.822163,1,6,1,0.003,0.002,18.694,17.652,17.369,17.278,17.266,0.017,0.005,0.005,0.005,0.012,-1.3E-4,1.0E-5,0,0.82,-2.84,,,,3,"SDSS J011313.23+284919.7","7724-58434-0047 ",53243.4214,"STAR  ","F3/F5V      "
1237666216223768978,18.506783,28.912974,1,6,1,0.025,0.022,23.882,21.604,21.203,21.142,21.047,0.655,0.044,0.042,0.064,0.198,-9.7E-4,1.2E-4,4,0.0,0.0,,,,3,"SDSS J011401.62+285446.7","6259-56565-0936 ",53263.3946,"STAR  ","F8V         "
1237666216223769388,18.529878,28.967659,1,6,1,0.042,0.034,22.561,21.968,21.802,21.781,21.043,0.251,0.06,0.069,0.111,0.2,-5.6E-4,1.5E-4,4,0.0,0.0,,,,3,"SDSS J011407.17+285803.5","6262-56267-0497 ",53263.3946,"STAR  ","Carbon      "
1237680284384428494,18.104585,28.871218,1,3,1,0.071,0.064,24.217,22.308,21.178,20.147,19.687,1.946,0.163,0.091,0.053,0.128,-3.4E-4,5.0E-5,0,,,0.6112,0.0613,0.6004,3,"SDSS J011225.10+285216.3","6259-56565-0877 ",55120.4396,"STAR  ","M3III       "
1237680284384362770,18.02457,28.881999,1,3,1,0.004,0.006,21.457,18.829,17.627,17.088,16.727,0.253,0.011,0.007,0.006,0.012,-8.0E-5,1.0E-5,0,16.26,-19.3,0.1668,0.0152,0.1711,3,"SDSS J011205.89+285255.1","6259-56565-0880 ",55120.4391,"STAR  ","K5Ve        "
1237680284384428103,18.105654,28.900224,1,6,0,0.115,0.099,25.648,22.955,21.939,20.131,19.351,1.291,0.25,0.149,0.043,0.079,-7.0E-5,4.0E-5,0,,,,,,3,"SDSS J011225.35+285400.8","7724-58434-0083 ",55120.4396,"STAR  ","M5III       "
1237680332183961610,18.081136,28.947846,1,6,0,0.031,0.035,24.21,23.336,21.958,20.606,19.752,0.711,0.224,0.084,0.041,0.077,-2.7E-4,5.0E-5,0,,,,,,3,"SDSS J011219.47+285652.2","7680-58131-0623 ",55122.2904,"STAR  ","M4.5:III    "
1237680332183961613,18.084309,28.949808,1,6,0,0.034,0.034,25.249,24.716,21.863,20.504,19.647,0.62,0.539,0.077,0.037,0.07,-5.0E-5,7.0E-5,0,,,,,,3,"SDSS J011220.23+285659.3","7724-58434-0131 ",55122.2904,"STAR  ","M4.5:III    "
1237680332183961853,18.217396,28.94696,1,6,0,0.076,0.06,23.941,24.189,22.383,21.047,19.007,1.349,0.421,0.118,0.059,0.055,-1.0E-5,4.0E-5,0,,,,,,3,"SDSS J011252.17+285649.0","7724-58434-0097 ",55122.2904,"STAR  ","M5III       "
1237680332183962146,18.182528,28.964423,1,6,1,0.013,0.013,21.464,20.857,20.614,20.669,20.908,0.104,0.03,0.029,0.042,0.211,-5.0E-5,1.3E-4,0,,,,,,3,"SDSS J011243.80+285751.9","6259-56565-0900 ",55122.2904,"STAR  ","CV          "
1237680332183961980,18.180159,28.990624,1,6,1,0.004,0.004,20.202,19.222,18.913,18.784,18.76,0.043,0.011,0.01,0.012,0.036,-0.0011,2.0E-5,0,,,,,,3,"SDSS J011243.23+285926.2","6259-56565-0876 ",55122.2904,"STAR  ","A2II        "
1237680332183896416,18.047959,29.029812,1,6,0,0.074,0.063,23.599,22.133,22.267,20.904,19.991,0.542,0.101,0.125,0.056,0.106,-2.2E-4,2.0E-5,0,,,,,,3,"SDSS J011211.51+290147.3","7724-58434-0133 ",55122.29,"STAR  ","G0Va        "
1237680332184027419,18.321804,29.042351,1,6,1,0.006,0.006,20.873,19.993,19.629,19.571,19.58,0.069,0.016,0.015,0.019,0.076,-6.9E-4,3.0E-5,0,,,,,,3,"SDSS J011317.23+290232.4","7680-58131-0664 ",55122.2908,"STAR  ","F3/F5V      "
1237680332183961992,18.195745,29.057732,1,6,1,0.023,0.027,25.27,22.077,21.337,21.004,21.469,0.629,0.08,0.052,0.055,0.341,-3.8E-4,5.0E-5,0,,,,,,3,"SDSS J011246.97+290327.8","6259-56565-0892 ",55122.2904,"STAR  ","K3V         "
1237666091668537609,18.35189,29.158669,1,6,1,0.008,0.007,20.474,19.52,19.189,19.101,19.146,0.052,0.012,0.011,0.014,0.041,-8.2E-4,3.0E-5,0,16.65,2.01,,,,3,"SDSS J011324.45+290931.2","7724-58434-0060 ",53243.4222,"STAR  ","F3/F5V      "
1237666091668537709,18.329483,29.15463,1,6,1,0.014,0.013,22.357,20.574,20.104,19.981,19.885,0.219,0.024,0.021,0.025,0.074,-2.7E-4,3.0E-5,0,0.0,0.0,,,,3,"SDSS J011319.07+290916.6","7724-58434-0056 ",53243.4222,"STAR  ","F8V         "
1237666091668537717,18.358977,29.157979,1,6,1,0.013,0.011,21.593,20.497,19.922,19.775,19.726,0.117,0.022,0.018,0.022,0.065,-8.5E-4,4.0E-5,0,2.93,4.76,,,,3,"SDSS J011326.15+290928.7","7680-58131-0667 ",53243.4222,"STAR  ","F3/F5V      "
1237666091668537988,18.21568,29.158131,1,6,1,0.041,0.048,23.136,21.773,21.363,21.22,21.11,0.422,0.061,0.057,0.073,0.218,-4.5E-4,7.0E-5,0,0.0,0.0,,,,3,"SDSS J011251.76+290929.2","6259-56565-0886 ",53243.4222,"STAR  ","F8V         "
1237680284921299074,18.11892,29.149932,1,6,1,0.012,0.012,20.677,19.655,19.388,19.352,19.275,0.098,0.016,0.017,0.022,0.076,-3.8E-4,3.0E-5,0,1.13,0.35,,,,3,"SDSS J011228.54+290859.7","7724-58434-0094 ",55120.4396,"STAR  ","F0II        "
1237680284921299088,18.151687,29.165005,1,6,1,0.01,0.01,20.491,19.489,19.193,19.115,18.991,0.085,0.014,0.015,0.018,0.06,-1.4E-4,3.0E-5,0,10.3,-5.5,,,,3,"SDSS J011236.40+290954.0","7680-58131-0621 ",55120.4396,"STAR  ","F0IV        "
1237666091668537631,18.221071,29.201829,1,6,1,0.011,0.01,22.598,20.434,19.664,19.358,19.229,0.266,0.022,0.015,0.017,0.045,-2.5E-4,2.0E-5,0,-19.5,22.07,,,,3,"SDSS J011253.05+291206.5","7724-58434-0093 ",53243.4222,"STAR  ","K0V         "
1237666091668603086,18.217868,29.245179,1,6,1,0.008,0.007,21.391,19.771,19.083,18.793,18.623,0.105,0.014,0.011,0.012,0.029,-2.2E-4,1.0E-5,0,5.0,-7.75,,,,3,"SDSS J011252.28+291442.6","7724-58434-0066 ",53243.4226,"STAR  ","K0V         "
1237666216223769498,18.623268,28.999089,1,6,1,0.016,0.016,22.452,21.34,20.905,20.845,20.919,0.224,0.036,0.033,0.05,0.171,-7.0E-4,8.0E-5,4,0.0,0.0,,,,3,"SDSS J011429.58+285956.7","7724-58434-0050 ",53263.3946,"STAR  ","F8V         "
1237666091131601690,18.653764,29.008168,1,6,1,0.044,0.038,23.544,22.936,21.397,19.924,19.244,0.469,0.153,0.055,0.024,0.042,4.0E-5,5.0E-5,0,0.0,0.0,,,,3,"SDSS J011436.90+290029.4","7680-58131-0752 ",53243.4218,"STAR  ","M4.5:III    "
1237666216223834663,18.591482,29.013953,1,3,1,0.029,0.03,23.279,22.458,20.791,19.873,19.09,0.683,0.135,0.046,0.034,0.061,-2.3E-4,6.0E-5,0,0.0,0.0,0.5295,0.0422,0.5332,3,"SDSS J011421.95+290050.2","6259-56565-0979 ",53263.395,"STAR  ","M1          "
1237666091131666704,18.660526,29.163734,1,6,1,0.008,0.007,20.392,19.471,19.092,18.948,18.938,0.044,0.012,0.011,0.013,0.033,-9.9E-4,2.0E-5,0,4.09,-1.87,,,,3,"SDSS J011438.52+290949.4","7680-58131-0745 ",53243.4222,"STAR  ","F3/F5V      "
1237666216223834947,18.575505,29.123775,1,6,1,0.021,0.021,23.844,22.465,21.033,19.784,19.101,0.613,0.088,0.038,0.022,0.04,-2.8E-4,6.0E-5,0,0.0,0.0,,,,3,"SDSS J011418.12+290725.5","7724-58434-0059 ",53263.395,"STAR  ","M4.5:III    "
1237666216223900082,18.614789,29.169055,1,6,1,0.039,0.041,23.827,21.845,21.515,21.492,21.286,0.676,0.059,0.063,0.095,0.274,-5.7E-4,2.4E-4,4,0.0,0.0,,,,3,"SDSS J011427.54+291008.5","6259-56565-0970 ",53263.3955,"STAR  ","F2V         "
1237666091131732019,18.791822,29.230579,1,6,0,0.069,0.07,24.635,22.013,22.048,20.42,22.827,0.786,0.1,0.106,0.044,0.571,-2.9E-4,3.0E-5,0,,,,,,3,"SDSS J011510.03+291350.0","7680-58131-0788 ",53243.4226,"STAR  ","K1IVa       "
1237666215687094531,18.947428,29.344105,1,6,1,0.004,0.003,20.349,18.867,18.296,18.102,18.016,0.04,0.008,0.007,0.008,0.018,-3.5E-4,1.0E-5,0,2.84,-1.53,,,,3,"SDSS J011547.38+292038.7","7727-58152-0458 ",53263.3959,"STAR  ","G8V         "
1237666091131797560,18.731591,29.363167,1,6,1,0.003,0.002,18.701,17.78,17.441,17.3,17.246,0.016,0.005,0.005,0.006,0.011,-1.5E-4,1.0E-5,0,15.11,-1.79,,,,3,"SDSS J011455.58+292147.4","6262-56267-0538 ",53243.423,"STAR  ","F3/F5V      "
1237666216223965201,18.524318,29.326798,1,6,1,0.003,0.003,18.993,18.076,17.799,17.686,17.64,0.02,0.006,0.006,0.007,0.015,-8.2E-4,2.0E-5,0,3.49,-5.45,,,,3,"SDSS J011405.83+291936.4","7727-58152-0482 ",53263.3959,"STAR  ","F0IV        "
1237666216223965618,18.457799,29.34516,1,6,1,0.021,0.022,22.26,20.941,20.721,20.485,20.384,0.193,0.028,0.032,0.039,0.124,-3.8E-4,1.8E-4,0,13.1,2.07,,,,3,"SDSS J011349.87+292042.5","6259-56565-0926 ",53263.3959,"STAR  ","A4V         "
1237666216224030845,18.689456,29.543782,1,6,1,0.04,0.035,24.418,22.021,21.88,22.97,21.491,0.738,0.062,0.077,0.277,0.277,-8.4E-4,1.3E-4,4,0.0,0.0,,,,3,"SDSS J011445.46+293237.6","6262-56267-0526 ",53263.3963,"STAR  ","B3II        "
1237666216224096827,18.62635,29.62324,1,6,1,0.049,0.041,22.506,21.769,21.729,21.675,21.409,0.245,0.053,0.073,0.102,0.284,-5.2E-4,2.7E-4,4,0.0,0.0,,,,3,"SDSS J011430.32+293723.6","6262-56267-0502 ",53263.3967,"STAR  ","CV          "
1237680284921233817,17.96028,29.202384,1,6,1,0.028,0.031,21.822,20.859,20.427,20.3,19.943,0.283,0.042,0.04,0.051,0.149,-2.9E-4,6.0E-5,0,16.88,10.37,,,,3,"SDSS J011150.46+291208.5","7724-58434-0138 ",55120.4391,"STAR  ","F3/F5V      "
1237680284921233754,17.94638,29.220307,1,6,1,0.023,0.024,20.566,20.259,20.314,20.575,20.848,0.095,0.026,0.035,0.061,0.305,-4.0E-4,1.1E-4,0,20.34,-21.99,,,,3,"SDSS J011147.13+291313.1","7724-58434-0136 ",55120.4391,"STAR  ","WDhotter    "
1237680284921299330,18.145608,29.316329,1,6,1,0.036,0.034,21.706,21.037,20.777,20.732,21.432,0.236,0.045,0.052,0.068,0.478,-4.9E-4,8.0E-5,0,-2.95,5.46,,,,3,"SDSS J011234.94+291858.7","6259-56565-0864 ",55120.4396,"STAR  ","F0Ib        "
1237680332720767817,18.10532,29.453801,1,6,1,0.015,0.015,25.54,21.516,20.732,20.453,20.555,0.576,0.049,0.032,0.035,0.176,-4.8E-4,5.0E-5,0,,,,,,3,"SDSS J011225.27+292713.6","6259-56565-0818 ",55122.29,"STAR  ","G8V         "
1237680284921168223,17.813836,29.21386,1,6,1,0.025,0.025,21.334,20.618,20.287,20.139,20.172,0.181,0.031,0.035,0.041,0.162,-0.00103,8.0E-5,0,4.02,0.06,,,,3,"SDSS J011115.32+291249.8","7724-58434-0176 ",55120.4387,"STAR  ","F0II        "
1237680284921167904,17.817557,29.232743,1,6,1,0.057,0.067,24.676,21.512,21.475,21.052,20.561,1.718,0.065,0.097,0.09,0.229,-4.5E-4,1.4E-4,4,0.0,0.0,,,,3,"SDSS J011116.21+291357.8","6259-56565-0830 ",55120.4387,"STAR  ","G0          "
1237680284921168045,17.792407,29.270215,1,6,1,0.011,0.011,20.734,19.644,19.271,19.118,19.061,0.107,0.016,0.016,0.018,0.062,-5.8E-4,3.0E-5,0,1.31,-3.33,,,,3,"SDSS J011110.17+291612.7","7724-58434-0142 ",55120.4387,"STAR  ","F3/F5V      "
1237680284921168392,17.835834,29.338896,1,6,1,0.072,0.066,24.297,21.497,21.22,20.918,21.133,1.714,0.069,0.085,0.089,0.418,-6.9E-4,1.1E-4,4,0.0,0.0,,,,3,"SDSS J011120.60+292020.0","6259-56565-0824 ",55120.4387,"STAR  ","F6V         "
1237680284921168548,17.929448,29.329818,1,6,1,0.058,0.058,22.615,21.892,21.375,21.282,21.274,0.487,0.095,0.088,0.112,0.422,-1.4E-4,7.0E-5,4,0.0,0.0,,,,3,"SDSS J011143.06+291947.3","7724-58434-0109 ",55120.4387,"STAR  ","G8V         "
1237680332720767401,17.986349,29.400086,1,6,0,0.07,0.08,24.628,23.997,22.91,21.388,19.713,0.778,0.358,0.206,0.075,0.083,-1.1E-4,5.0E-5,0,,,,,,3,"SDSS J011156.72+292400.3","7724-58434-0107 ",55122.29,"STAR  ","M4.5:III    "
1237680284921168468,17.885078,29.358472,1,6,1,0.04,0.044,25.688,22.477,21.083,20.052,19.363,1.003,0.151,0.069,0.038,0.08,9.0E-5,8.0E-5,0,,,,,,3,"SDSS J011132.41+292130.4","7724-58434-0141 ",55120.4387,"STAR  ","M5III       "
1237680332720701711,17.958757,29.507555,1,6,1,0.003,0.002,19.181,18.191,17.785,17.616,17.52,0.025,0.006,0.006,0.007,0.016,-0.00115,1.0E-5,0,,,,,,3,"SDSS J011150.10+293027.1","7724-58434-0108 ",55122.2896,"STAR  ","F3/F5V      "
1237680332720702745,17.976493,29.56888,1,6,0,0.08,0.075,25.532,24.679,23.916,21.704,20.611,0.523,0.471,0.441,0.097,0.183,9.0E-5,1.4E-4,1,,,,,,3,"SDSS J011154.35+293407.9","6259-56565-0815 ",55122.2896,"STAR  ","M6III       "
1237680285458039386,17.941116,29.62134,1,6,1,0.045,0.047,25.348,21.34,21.034,21.041,20.822,1.472,0.055,0.066,0.091,0.303,-4.0E-4,8.0E-5,0,0.0,0.0,,,,3,"SDSS J011145.86+293716.8","6259-56565-0814 ",55120.4387,"STAR  ","F3/F5V      "
1237680332720833030,18.245436,29.518701,1,3,1,0.08,0.085,25.096,23.929,22.244,20.848,19.767,0.69,0.371,0.121,0.052,0.097,7.0E-5,7.0E-5,0,,,0.7271,0.0723,0.6541,3,"SDSS J011258.90+293107.3","7724-58434-0069 ",55122.2904,"STAR  ","M6III       "
1237666091668734006,18.251732,29.613508,1,6,1,0.026,0.024,23.944,21.177,20.809,20.619,20.532,0.786,0.039,0.035,0.043,0.132,-6.4E-4,1.0E-4,4,0.0,0.0,,,,3,"SDSS J011300.41+293648.6","6259-56565-0856 ",53243.4234,"STAR  ","F8V         "
1237666091668733974,18.413741,29.548776,1,6,1,0.003,0.003,18.855,17.902,17.573,17.457,17.423,0.019,0.005,0.005,0.006,0.013,-1.4E-4,1.0E-5,0,9.57,3.36,,,,3,"SDSS J011339.29+293255.5","6263-56279-0364 ",53243.4234,"STAR  ","F3/F5V      "
1237666216224096699,18.505233,29.680784,1,6,1,0.012,0.013,21.486,20.41,20.15,20.041,20.137,0.108,0.019,0.021,0.026,0.096,1.0E-5,9.0E-5,4,6.01,-8.48,,,,3,"SDSS J011401.25+294050.8","6259-56565-0912 ",53263.3967,"STAR  ","F2III       "
1237680285458169910,18.170094,29.556975,1,6,0,0.262,0.168,22.04,21.448,21.128,20.662,19.177,0.434,0.082,0.105,0.096,0.11,3.0E-5,6.0E-5,0,0.0,0.0,,,,3,"SDSS J011240.82+293325.1","7724-58434-0075 ",55120.4396,"STAR  ","M6III       "
1237680285458170807,18.3219,29.719816,1,6,0,0.086,0.087,26.856,25.409,22.379,20.871,19.78,0.381,0.773,0.228,0.079,0.136,-2.0E-5,1.2E-4,0,,,,,,3,"SDSS J011317.25+294311.3","7724-58434-0071 ",55120.4396,"STAR  ","M5III       "
1237680285458170443,18.249461,29.72301,1,6,1,0.046,0.049,22.192,21.228,20.848,20.706,21.017,0.35,0.053,0.061,0.072,0.405,-5.4E-4,1.1E-4,0,0.0,0.0,,,,3,"SDSS J011259.87+294322.8","7724-58434-0078 ",55120.4396,"STAR  ","F3/F5V      "
1237680285458170420,18.230991,29.717795,1,6,1,0.106,0.13,26.846,22.433,21.738,21.391,21.143,0.456,0.16,0.142,0.145,0.495,-2.4E-4,8.0E-5,0,,,,,,3,"SDSS J011255.43+294304.0","6263-56279-0406 ",55120.4396,"STAR  ","K3V         "
1237680333257703616,18.335875,29.776297,1,6,1,0.002,0.002,18.694,17.72,17.347,17.221,17.138,0.018,0.005,0.006,0.006,0.012,-5.2E-4,1.0E-5,0,,,,,,3,"SDSS J011320.61+294634.6","7727-58152-0497 ",55122.2904,"STAR  ","F3/F5V      "
1237680333257769529,18.379185,29.796245,1,6,1,0.02,0.021,21.98,21.1,20.833,20.69,20.885,0.161,0.037,0.037,0.048,0.216,2.2E-4,1.1E-4,0,,,,,,3,"SDSS J011331.00+294746.4","7727-58152-0495 ",55122.2908,"STAR  ","O8/O9       "
1237666215687160258,19.006449,29.501225,1,6,1,0.026,0.026,22.448,21.345,21.138,21.101,20.7,0.193,0.038,0.044,0.063,0.148,-1.8E-4,1.8E-4,4,0.0,0.0,,,,3,"SDSS J011601.54+293004.4","6259-56565-0983 ",53263.3963,"STAR  ","A9V         "
1237666091131797769,18.897587,29.412406,1,6,1,0.011,0.009,20.589,20.022,19.828,19.807,19.771,0.052,0.017,0.016,0.022,0.066,-2.0E-5,1.4E-4,0,-32.16,-34.73,,,,3,"SDSS J011535.42+292444.6","6262-56267-0574 ",53243.423,"STAR  ","CV          "
1237666215687160931,18.985371,29.501848,1,6,1,0.083,0.1,25.284,23.507,22.047,20.718,19.759,0.685,0.268,0.117,0.058,0.086,-2.6E-4,1.0E-4,0,,,,,,3,"SDSS J011556.48+293006.6","7727-58152-0465 ",53263.3963,"STAR  ","M5III       "
1237666215687225892,19.126049,29.582362,1,6,1,0.01,0.009,21.814,20.594,20.071,19.841,19.661,0.115,0.022,0.019,0.022,0.057,-3.0E-5,3.0E-5,0,8.3,-1.9,,,,3,"SDSS J011630.25+293456.5","6262-56267-0562 ",53263.3967,"STAR  ","G4V         "
1237666215687290897,19.108321,29.715887,1,6,1,0.005,0.005,19.007,18.786,19.057,19.589,19.83,0.019,0.008,0.012,0.025,0.077,-2.7E-4,4.0E-5,0,-1.78,12.47,,,,3,"SDSS J011625.99+294257.1","6262-56267-0600 ",53263.3971,"STAR  ","WDhotter    "
1237666091131863340,18.873388,29.584325,1,6,1,0.003,0.002,20.966,18.344,17.253,16.851,16.627,0.069,0.007,0.005,0.005,0.008,-1.2E-4,1.0E-5,0,1.87,-3.75,,,,3,"SDSS J011529.61+293503.5","6262-56267-0568 ",53243.4234,"STAR  ","K5Ve        "
1237680285458367068,18.826121,29.661962,1,6,1,0.027,0.029,25.925,21.049,20.438,20.281,20.697,0.947,0.046,0.04,0.048,0.289,-5.0E-5,6.0E-5,0,9.0,-3.23,,,,3,"SDSS J011518.26+293943.0","6262-56267-0524 ",55120.4408,"STAR  ","F3/F5V      "
1237680333257965802,18.937667,29.700216,1,6,1,0.016,0.015,22.675,21.212,20.536,20.233,20.137,0.395,0.038,0.031,0.036,0.108,-7.0E-4,9.0E-5,0,,,,,,3,"SDSS J011545.03+294200.7","7727-58152-0474 ",55122.2921,"STAR  ","K5          "
1237680285458366624,18.738439,29.675714,1,6,1,0.003,0.003,21.246,18.392,17.395,17.027,16.807,0.157,0.007,0.006,0.005,0.012,-1.0E-4,1.0E-5,0,-1.04,-0.68,,,,3,"SDSS J011457.22+294032.5","6262-56267-0530 ",55120.4408,"STAR  ","K3V         "
1237680333257965636,18.977057,29.821518,1,6,1,0.006,0.006,18.938,18.883,19.095,19.207,19.344,0.022,0.009,0.011,0.017,0.057,-6.3E-4,1.5E-4,256,,,,,,3,"SDSS J011554.49+294917.4","6262-56267-0558 ",55122.2921,"STAR  ","WDcooler    "
1237680333258096760,19.308076,29.712642,1,6,1,0.002,0.002,18.273,17.346,17.044,16.929,16.865,0.015,0.005,0.005,0.005,0.01,-7.0E-5,1.0E-5,0,,,,,,3,"SDSS J011713.93+294245.5","6262-56267-0640 ",55122.2929,"STAR  ","F3/F5V      "
1237680285995434564,19.345411,29.884345,1,6,1,0.065,0.056,21.842,21.411,21.167,21.108,21.393,0.265,0.054,0.079,0.108,0.429,-2.3E-4,8.0E-5,0,0.0,0.0,,,,3,"SDSS J011722.89+295303.6","7727-58152-0435 ",55120.442,"STAR  ","F0III       "
1237680285995434043,19.318302,29.958203,1,6,0,0.045,0.048,22.992,21.598,21.084,20.969,20.761,0.691,0.065,0.072,0.1,0.261,-0.001,8.0E-5,0,0.0,0.0,,,,3,"SDSS J011716.39+295729.5","7727-58152-0436 ",55120.442,"STAR  ","F8V         "
1237680285995434535,19.343575,29.966768,1,6,1,0.059,0.047,23.03,21.202,20.999,20.862,20.842,0.721,0.046,0.068,0.089,0.276,-5.0E-4,1.0E-4,0,6.33,-1.5,,,,3,"SDSS J011722.45+295800.3","6263-56279-0178 ",55120.442,"STAR  ","A9V         "
1237666215150485978,19.501995,29.87931,1,6,1,0.004,0.004,19.994,19.039,18.669,18.532,18.527,0.036,0.009,0.009,0.01,0.03,2.1E-4,2.0E-5,0,18.28,-2.98,,,,3,"SDSS J011800.47+295245.5","6262-56267-0676 ",53263.3975,"STAR  ","F3/F5V      "
1237666215150486436,19.500612,29.884119,1,6,1,0.044,0.043,22.635,21.88,22.005,22.189,21.839,0.233,0.054,0.08,0.139,0.405,3.4E-4,0.37456,4,0.0,0.0,,,,3,"SDSS J011800.14+295302.8","7727-58152-0393 ",53263.3975,"STAR  ","CV          "
1237666215150486226,19.52704,29.956014,1,6,1,0.013,0.014,21.519,20.675,20.466,20.372,20.306,0.101,0.023,0.025,0.033,0.127,3.0E-4,6.0E-5,0,0.0,0.0,,,,3,"SDSS J011806.48+295721.6","6263-56279-0130 ",53263.3975,"STAR  ","A2II        "
1237680285995500040,19.479964,29.985318,1,6,1,0.047,0.053,21.847,20.658,20.269,19.947,19.855,0.32,0.034,0.043,0.047,0.136,-6.3E-4,5.0E-5,0,6.18,-6.82,,,,3,"SDSS J011755.19+295907.1","7727-58152-0400 ",55120.4425,"STAR  ","F6V         "
1237680285995499938,19.438378,30.042384,1,6,1,0.092,0.085,22.422,21.177,21.012,20.883,21.429,0.529,0.051,0.081,0.107,0.531,-6.8E-4,8.0E-5,0,0.0,0.0,,,,3,"SDSS J011745.21+300232.5","6262-56267-0634 ",55120.4425,"STAR  ","F0III       "
1237680285995434292,19.412682,30.055197,1,6,1,0.013,0.013,20.486,19.335,19.213,19.171,19.117,0.092,0.012,0.016,0.023,0.064,-4.1E-4,2.0E-5,0,3.12,-2.73,,,,3,"SDSS J011739.04+300318.7","6262-56267-0626 ",55120.442,"STAR  ","A8V         "
1237680333795033609,19.482279,30.082159,1,6,1,0.033,0.032,22.95,21.15,20.858,20.771,20.515,0.457,0.033,0.045,0.066,0.174,-2.5E-4,7.0E-5,0,,,,,,3,"SDSS J011755.74+300455.7","6262-56267-0636 ",55122.2933,"STAR  ","F2V         "
1237666215150551191,19.533536,30.113277,1,6,1,0.002,0.002,16.989,17.139,17.603,17.913,18.252,0.008,0.004,0.006,0.007,0.025,-5.7E-4,1.0E-5,0,-2.71,-5.91,,,,3,"SDSS J011808.04+300647.7","6262-56267-0668 ",53263.3979,"STAR  ","A9V         "
1237666215150616847,19.52336,30.127871,1,6,1,0.002,0.002,19.242,18.017,17.72,17.609,17.559,0.023,0.006,0.006,0.007,0.016,-1.2E-4,1.0E-5,0,-1.28,-0.15,,,,3,"SDSS J011805.60+300740.3","7727-58152-0677 ",53263.3984,"STAR  ","F0III       "
